"Category","Path","LineNumber","Line"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","101","* @brief 鍒ゆ柇鏍￠獙绠楁硶鏄惁宸插疄鐜般€?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","102","* @param algo 鐩爣绠楁硶銆?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","103","* @return true 鏀寔銆?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","104","* @return false 涓嶆敮鎸併€?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","112","* @brief 鍒ゆ柇涓婁笅鏂囨槸鍚﹁揪鍒板彲宸ヤ綔鐘舵€併€?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","113","* @param ctx 涓婁笅鏂囨寚閽堛€?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","114","* @return true 鍙伐浣溿€?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","115","* @return false 涓嶅彲宸ヤ綔銆?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","126","* @brief 閲嶇疆鍗忚瑙ｆ瀽鐘舵€佹満銆?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","127","* @param ctx 涓婁笅鏂囨寚閽堛€?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","136","* @brief 閲嶇疆杩愯鎬佺紦瀛橈紙涓嶄慨鏀?inited/bound锛屼笉閲婃斁 UART 璧勬簮锛夈€?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","137","* @param ctx 涓婁笅鏂囨寚閽堛€?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","150","* @brief 鍒ゆ柇 sem 鏄惁宸插瓨鍦ㄤ簬缁戝畾鍒楄〃涓€?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","151","* @param bind 缁戝畾缁撴瀯銆?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","152","* @param sem_id 鐩爣淇″彿閲忋€?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","153","* @return true 宸插瓨鍦ㄣ€?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","154","* @return false 涓嶅瓨鍦ㄣ€?"
"局部变量缺少//注释","Code\02_Module\Src\mod_k230.c","158","for (uint8_t i = 0U; i < bind->sem_count; i++)"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","169","* @brief 灏嗗閮?bind 閰嶇疆澶嶅埗鍒?ctx->bind锛屽苟鍋氫俊鍙烽噺鍒楄〃娓呮礂銆?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","171","* 娓呮礂瑙勫垯锛?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","173","* 2. 鑷姩鍘婚噸锛?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","174","* 3. 鏈€澶氫繚鐣?MOD_K230_MAX_BIND_SEM 涓€?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","176","* @param ctx 鐩爣涓婁笅鏂囥€?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","177","* @param bind 澶栭儴缁戝畾閰嶇疆銆?"
"局部变量缺少//注释","Code\02_Module\Src\mod_k230.c","187","for (uint8_t i = 0U; (i < bind->sem_count) && (i < MOD_K230_MAX_BIND_SEM); i++)"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","199","* @brief 鏍￠獙 bind 鍙傛暟瀹屾暣鎬с€?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","200","* @param bind 澶栭儴缁戝畾閰嶇疆銆?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","201","* @return true 鍚堟硶銆?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","202","* @return false 闈炴硶銆?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","227","* @brief 鑾峰彇鐜舰缂撳啿褰撳墠鏈夋晥瀛楄妭鏁般€?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","228","* @param ctx 涓婁笅鏂囥€?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","229","* @return uint16_t 鍙瀛楄妭鏁般€?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","246","* @brief 鍚戠幆褰㈢紦鍐插啓鍏ヤ竴涓瓧鑺傘€?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","248","* 褰撶紦鍐叉弧鏃堕噰鐢ㄢ€滆鐩栨渶鏃ф暟鎹€濈瓥鐣ワ紝淇濊瘉鏈€鏂版暟鎹敖閲忎繚鐣欍€?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","250","* @param ctx 涓婁笅鏂囥€?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","251","* @param data 瀛楄妭鏁版嵁銆?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","275","* @brief 鎵归噺鍐欏叆鐜舰缂撳啿銆?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","276","* @param ctx 涓婁笅鏂囥€?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","277","* @param data 鏁版嵁鍦板潃銆?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","278","* @param len 鏁版嵁闀垮害銆?"
"局部变量缺少//注释","Code\02_Module\Src\mod_k230.c","287","for (uint16_t i = 0U; i < len; i++)"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","296","* @brief 鎸夊綋鍓嶇粦瀹氱畻娉曟牎楠屽畬鏁村抚鍚堟硶鎬с€?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","297","* @param ctx 涓婁笅鏂囥€?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","298","* @param frame 甯х紦鍐诧紙闀垮害鍥哄畾 MOD_K230_PROTO_FRAME_SIZE锛夈€?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","299","* @return true 甯ф湁鏁堛€?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","300","* @return false 甯ф棤鏁堛€?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","327","/* 棰勭暀鍒嗘敮锛氭湭鏉ユ墿灞曟柊绠楁硶鍚庡湪姝よ拷鍔犮€?*/"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","333","* @brief 灏嗗畬鏁存湁鏁堝抚瑙ｇ爜涓轰笟鍔℃暟鎹粨鏋勩€?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","334","* @param frame 杈撳叆甯с€?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","335","* @param out_frame 杈撳嚭缁撴瀯浣撱€?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","353","* @brief 褰撹В鏋愬埌鏃犳晥甯ф椂锛屽皾璇曞湪褰撳墠缂撳瓨涓噸鍚屾甯уご銆?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","355","* 绛栫暐锛?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","356","* 1. 浠?parse_buf[1] 寮€濮嬫壂鎻忔綔鍦ㄥ抚澶?AA AA锛?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","357","* 2. 鑻ユ壘鍒板垯灏嗗墿浣欏瓧鑺傚墠绉伙紝淇濈暀涓轰笅娆＄户缁嫾甯х殑鍓嶇紑锛?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","358","* 3. 鑻ヤ粎鏈€鍚庝竴涓瓧鑺傛槸 AA锛屽垯淇濈暀 1 瀛楄妭鍓嶇紑锛?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","359","* 4. 鍚﹀垯瑙ｆ瀽缂撳瓨娓呯┖銆?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","361","* @param ctx 涓婁笅鏂囥€?"
"局部变量缺少//注释","Code\02_Module\Src\mod_k230.c","367","for (uint8_t i = 1U; i < MOD_K230_PROTO_FRAME_SIZE; i++)"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","391","* @brief 鍚戞祦寮忚В鏋愬櫒鍠傚叆 1 瀛楄妭銆?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","392","* @param ctx 涓婁笅鏂囥€?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","393","* @param byte 杈撳叆瀛楄妭銆?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","394","* @param out_frame 鑻ユ湰娆″畬鎴愪竴甯ф湁鏁堣В鐮侊紝鍒欒緭鍑虹粨鏋溿€?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","395","* @return true 鏈鍠傚叆鍚庡緱鍒颁竴甯ф湁鏁堝抚銆?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","396","* @return false 鏈緱鍒版湁鏁堝抚銆?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","402","/* 鐘舵€?锛氫粎鎺ュ彈绗竴涓抚澶村瓧鑺?AA銆?*/"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","413","/* 鐘舵€?锛氫粎鎺ュ彈绗簩涓抚澶村瓧鑺?AA銆?*/"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","423","/* 杩炵画 AA 鐨勫満鏅細淇濇寔涓衡€滃凡鏀跺埌绗?涓ご瀛楄妭鈥濄€?*/"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","434","/* 鐘舵€?..N锛氭寔缁敹闆嗙洿鍒板噾婊″浐瀹氬抚闀裤€?*/"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","458","* @brief 鑾峰彇鍙戦€佷簰鏂ラ攣銆?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","459","* @param ctx 涓婁笅鏂囥€?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","460","* @return true 鍔犻攣鎴愬姛鎴栨湭閰嶇疆浜掓枼閿併€?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","461","* @return false 鍔犻攣澶辫触銆?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","473","* @brief 閲婃斁鍙戦€佷簰鏂ラ攣銆?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","474","* @param ctx 涓婁笅鏂囥€?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","485","* @brief 閫氱煡鍏ㄩ儴宸茬粦瀹氫俊鍙烽噺鈥滄湁鏂版帴鏀舵暟鎹€濄€?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","486","* @param ctx 涓婁笅鏂囥€?"
"局部变量缺少//注释","Code\02_Module\Src\mod_k230.c","490","for (uint8_t i = 0U; i < ctx->bind.sem_count; i++)"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","500","* @brief 鍏抽棴褰撳墠 K230 鎺ユ敹 DMA 鐨勫崐浼犺緭涓柇锛圚T锛夈€?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","503","* 褰撳墠 K230 鎺ユ敹閾捐矾閲囩敤銆孯eceiveToIdle + 姝ｅ父妯″紡 DMA + 鍥炶皟鍚庨噸鍚?DMA銆嶃€?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","504","* 鍦ㄨ绛栫暐涓嬶紝HT 涓柇浼氬紩鍏ヤ腑闂村垎娈靛洖璋冿紝涓嶇鍚堝綋鍓嶉摼璺殑涓€娆℃€ф惉杩愰鏈燂紝"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","505","* 鍥犳杩欓噷鏄惧紡鍏抽棴 HT锛屼粎淇濈暀 IDLE/TC 浜嬩欢椹卞姩銆?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","507","* @param ctx K230 涓婁笅鏂囨寚閽堛€?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","525","* @brief 鍒ゆ柇褰撳墠 RxEvent 鏄惁涓?DMA 鍗婁紶杈撲簨浠讹紙HT锛夈€?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","528","* HAL 鐨?ReceiveToIdle DMA 鍥炶皟鍙兘鏉ヨ嚜 HT/TC/IDLE 涓夌被浜嬩欢銆?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","529","* 瀵瑰綋鍓?K230 瀹炵幇锛孒T 浜嬩欢闇€瑕佽杩囨护锛岄伩鍏嶆彁鍓嶆惉杩愪笌鎻愬墠閲嶅惎 DMA銆?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","531","* @param ctx K230 涓婁笅鏂囨寚閽堛€?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","532","* @return true  褰撳墠鍥炶皟浜嬩欢绫诲瀷鏄?HT銆?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","533","* @return false 褰撳墠鍥炶皟浜嬩欢绫诲瀷涓嶆槸 HT锛屾垨涓婁笅鏂囨棤鏁堛€?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","549","* @brief 閲嶅惎 DMA 鎺ユ敹锛涘け璐ユ椂鍋氫竴娆?stop+retry銆?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","550","* @param ctx 涓婁笅鏂囥€?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","575","* @brief K230 涓撳睘 RX 浜嬩欢澶勭悊锛堢敱鍒嗗彂鍣ㄦ惡甯?ctx 璋冪敤锛夈€?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","576","* @param ctx 涓婁笅鏂囥€?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","577","* @param len 鏈 DMA 鍥炶皟鎶ュ憡闀垮害銆?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","587","* HT 浜嬩欢璇存槑 DMA 鍙畬鎴愪簡鍗婃鎼繍锛屾鏃朵笉搴旀秷璐规暟鎹€佷篃涓嶅簲閲嶅惎 DMA銆?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","588","* 杩欓噷鐩存帴蹇界暐 HT锛岀瓑寰呭悗缁?IDLE/TC 浜嬩欢鍐嶆墽琛屽畬鏁存惉杩愭祦绋嬨€?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","610","* @brief UART 绱㈠紩鍒嗗彂鍏ュ彛銆?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","611","* @param uart_idx UART 鍥哄畾绱㈠紩銆?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","612","* @param len 鏈鍥炶皟闀垮害銆?"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","633","/* 鍥哄畾鍥炶皟琛細鎸?UART 绱㈠紩閫夊搴斿垎鍙戝叆鍙ｃ€?*/"
"占位注释","Code\02_Module\Src\mod_k230.c","652","* @brief  函数说明：mod_k230_init"
"占位注释","Code\02_Module\Src\mod_k230.c","653","* @param bind 参数说明"
"占位注释","Code\02_Module\Src\mod_k230.c","654","* @return 返回值说明"
"占位注释","Code\02_Module\Src\mod_k230.c","681","* @brief  函数说明：mod_k230_deinit"
"占位注释","Code\02_Module\Src\mod_k230.c","683","* @return 返回值说明"
"占位注释","Code\02_Module\Src\mod_k230.c","700","* @brief  函数说明：mod_k230_ctx_init"
"占位注释","Code\02_Module\Src\mod_k230.c","701","* @param ctx 参数说明"
"占位注释","Code\02_Module\Src\mod_k230.c","702","* @param bind 参数说明"
"占位注释","Code\02_Module\Src\mod_k230.c","703","* @return 返回值说明"
"占位注释","Code\02_Module\Src\mod_k230.c","731","* @brief  函数说明：mod_k230_ctx_deinit"
"占位注释","Code\02_Module\Src\mod_k230.c","732","* @param ctx 参数说明"
"占位注释","Code\02_Module\Src\mod_k230.c","733","* @return 返回值说明"
"占位注释","Code\02_Module\Src\mod_k230.c","748","* @brief  函数说明：mod_k230_bind"
"占位注释","Code\02_Module\Src\mod_k230.c","749","* @param ctx 参数说明"
"占位注释","Code\02_Module\Src\mod_k230.c","750","* @param bind 参数说明"
"占位注释","Code\02_Module\Src\mod_k230.c","751","* @return 返回值说明"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","775","/* 閲嶆柊缁戝畾鏃讹紝鍏堝畬鏁撮噴鏀炬棫缁戝畾锛岀‘淇?UART 褰掑睘鍜屽洖璋冪姸鎬佸共鍑€銆?*/"
"乱码注释/文本","Code\02_Module\Src\mod_k230.c","789","/* 鍏堢櫥璁版槧灏勶紝鍐嶆敞鍐屽洖璋冨苟鍚姩 DMA锛岄伩鍏嶁€滃厛鍒板洖璋冩壘涓嶅埌 ctx鈥濄€?*/"
"占位注释","Code\02_Module\Src\mod_k230.c","819","* @brief  函数说明：mod_k230_unbind"
"占位注释","Code\02_Module\Src\mod_k230.c","820","* @param ctx 参数说明"
"占位注释","Code\02_Module\Src\mod_k230.c","821","* @return 返回值说明"
"占位注释","Code\02_Module\Src\mod_k230.c","853","* @brief  函数说明：mod_k230_is_bound"
"占位注释","Code\02_Module\Src\mod_k230.c","854","* @param ctx 参数说明"
"占位注释","Code\02_Module\Src\mod_k230.c","855","* @return 返回值说明"
"占位注释","Code\02_Module\Src\mod_k230.c","864","* @brief  函数说明：mod_k230_set_checksum_algo"
"占位注释","Code\02_Module\Src\mod_k230.c","865","* @param ctx 参数说明"
"占位注释","Code\02_Module\Src\mod_k230.c","866","* @param algo 参数说明"
"占位注释","Code\02_Module\Src\mod_k230.c","867","* @return 返回值说明"
"占位注释","Code\02_Module\Src\mod_k230.c","886","* @brief  函数说明：mod_k230_add_semaphore"
"占位注释","Code\02_Module\Src\mod_k230.c","887","* @param ctx 参数说明"
"占位注释","Code\02_Module\Src\mod_k230.c","888","* @param sem_id 参数说明"
"占位注释","Code\02_Module\Src\mod_k230.c","889","* @return 返回值说明"
"占位注释","Code\02_Module\Src\mod_k230.c","920","* @brief  函数说明：mod_k230_remove_semaphore"
"占位注释","Code\02_Module\Src\mod_k230.c","921","* @param ctx 参数说明"
"占位注释","Code\02_Module\Src\mod_k230.c","922","* @param sem_id 参数说明"
"占位注释","Code\02_Module\Src\mod_k230.c","923","* @return 返回值说明"
"局部变量缺少//注释","Code\02_Module\Src\mod_k230.c","938","for (uint8_t i = 0U; i < ctx->bind.sem_count; i++)"
"局部变量缺少//注释","Code\02_Module\Src\mod_k230.c","942","for (uint8_t j = i; (j + 1U) < ctx->bind.sem_count; j++)"
"占位注释","Code\02_Module\Src\mod_k230.c","958","* @brief  函数说明：mod_k230_clear_semaphores"
"占位注释","Code\02_Module\Src\mod_k230.c","959","* @param ctx 参数说明"
"占位注释","Code\02_Module\Src\mod_k230.c","960","* @return 返回值说明"
"占位注释","Code\02_Module\Src\mod_k230.c","979","* @brief  函数说明：mod_k230_set_tx_mutex"
"占位注释","Code\02_Module\Src\mod_k230.c","980","* @param ctx 参数说明"
"占位注释","Code\02_Module\Src\mod_k230.c","981","* @param mutex_id 参数说明"
"占位注释","Code\02_Module\Src\mod_k230.c","982","* @return 返回值说明"
"占位注释","Code\02_Module\Src\mod_k230.c","1000","* @brief  函数说明：mod_k230_send_bytes"
"占位注释","Code\02_Module\Src\mod_k230.c","1001","* @param ctx 参数说明"
"占位注释","Code\02_Module\Src\mod_k230.c","1002","* @param data 参数说明"
"占位注释","Code\02_Module\Src\mod_k230.c","1003","* @param len 参数说明"
"占位注释","Code\02_Module\Src\mod_k230.c","1004","* @return 返回值说明"
"占位注释","Code\02_Module\Src\mod_k230.c","1032","* @brief  函数说明：mod_k230_is_tx_free"
"占位注释","Code\02_Module\Src\mod_k230.c","1033","* @param ctx 参数说明"
"占位注释","Code\02_Module\Src\mod_k230.c","1034","* @return 返回值说明"
"占位注释","Code\02_Module\Src\mod_k230.c","1048","* @brief  函数说明：mod_k230_available"
"占位注释","Code\02_Module\Src\mod_k230.c","1049","* @param ctx 参数说明"
"占位注释","Code\02_Module\Src\mod_k230.c","1050","* @return 返回值说明"
"占位注释","Code\02_Module\Src\mod_k230.c","1070","* @brief  函数说明：mod_k230_read_bytes"
"占位注释","Code\02_Module\Src\mod_k230.c","1071","* @param ctx 参数说明"
"占位注释","Code\02_Module\Src\mod_k230.c","1072","* @param out 参数说明"
"占位注释","Code\02_Module\Src\mod_k230.c","1073","* @param max_len 参数说明"
"占位注释","Code\02_Module\Src\mod_k230.c","1074","* @return 返回值说明"
"占位注释","Code\02_Module\Src\mod_k230.c","1106","* @brief  函数说明：mod_k230_clear_rx_buffer"
"占位注释","Code\02_Module\Src\mod_k230.c","1107","* @param ctx 参数说明"
"占位注释","Code\02_Module\Src\mod_k230.c","1108","* @return 返回值说明"
"占位注释","Code\02_Module\Src\mod_k230.c","1129","* @brief  函数说明：mod_k230_get_latest_frame"
"占位注释","Code\02_Module\Src\mod_k230.c","1130","* @param ctx 参数说明"
"占位注释","Code\02_Module\Src\mod_k230.c","1131","* @param out_frame 参数说明"
"占位注释","Code\02_Module\Src\mod_k230.c","1132","* @return 返回值说明"
"局部变量缺少//注释","Code\02_Module\Src\mod_k230.c","1158","for (uint16_t i = 0U; i < read_len; i++)"
"占位注释","Code\02_Module\Src\mod_key.c","3","* @brief   代码文件功能说明"
"占位注释","Code\02_Module\Src\mod_key.c","126","* @brief  函数说明：mod_key_init"
"占位注释","Code\02_Module\Src\mod_key.c","128","* @return 返回值说明"
"占位注释","Code\02_Module\Src\mod_key.c","158","* @brief  函数说明：mod_key_scan"
"占位注释","Code\02_Module\Src\mod_key.c","160","* @return 返回值说明"
"占位注释","Code\02_Module\Src\mod_led.c","3","* @brief   代码文件功能说明"
"乱码注释/文本","Code\02_Module\Src\mod_led.c","14","/* LED妯″潡缁戝畾鐘舵€?*/"
"乱码注释/文本","Code\02_Module\Src\mod_led.c","18","* @brief 鏍￠獙LED ID鏄惁鍚堟硶"
"乱码注释/文本","Code\02_Module\Src\mod_led.c","26","* @brief 鐢靛钩鍙栧弽宸ュ叿鍑芥暟"
"乱码注释/文本","Code\02_Module\Src\mod_led.c","34","* @brief 鏍￠獙鍗曚釜LED鏄犲皠椤?"
"占位注释","Code\02_Module\Src\mod_led.c","52","* @brief  函数说明：mod_led_bind_map"
"占位注释","Code\02_Module\Src\mod_led.c","53","* @param map 参数说明"
"占位注释","Code\02_Module\Src\mod_led.c","54","* @param map_num 参数说明"
"占位注释","Code\02_Module\Src\mod_led.c","55","* @return 返回值说明"
"乱码注释/文本","Code\02_Module\Src\mod_led.c","60","// 1. 鍩虹鍙傛暟鏍￠獙銆?"
"乱码注释/文本","Code\02_Module\Src\mod_led.c","66","// 2. 閫愰」鏍￠獙鏄犲皠鍐呭銆?"
"局部变量缺少//注释","Code\02_Module\Src\mod_led.c","67","for (uint8_t i = 0U; i < LED_MAX; i++)"
"乱码注释/文本","Code\02_Module\Src\mod_led.c","75","// 3. 淇濆瓨鏄犲皠骞舵爣璁扮粦瀹氭垚鍔熴€?"
"占位注释","Code\02_Module\Src\mod_led.c","83","* @brief  函数说明：mod_led_unbind_map"
"占位注释","Code\02_Module\Src\mod_led.c","85","* @return 返回值说明"
"占位注释","Code\02_Module\Src\mod_led.c","94","* @brief  函数说明：mod_led_is_bound"
"占位注释","Code\02_Module\Src\mod_led.c","96","* @return 返回值说明"
"占位注释","Code\02_Module\Src\mod_led.c","105","* @brief  函数说明：mod_led_init"
"占位注释","Code\02_Module\Src\mod_led.c","107","* @return 返回值说明"
"乱码注释/文本","Code\02_Module\Src\mod_led.c","112","// 1. 鏈粦瀹氭椂鐩存帴杩斿洖锛岄伩鍏嶉敊璇闂瓽PIO璧勬簮銆?"
"乱码注释/文本","Code\02_Module\Src\mod_led.c","118","// 2. 鍒濆鍖栨椂鍏抽棴鍏ㄩ儴LED锛屼繚璇佷笂鐢电姸鎬佸彲鎺с€?"
"局部变量缺少//注释","Code\02_Module\Src\mod_led.c","119","for (uint8_t i = 0U; i < LED_MAX; i++)"
"占位注释","Code\02_Module\Src\mod_led.c","126","* @brief  函数说明：mod_led_Init"
"占位注释","Code\02_Module\Src\mod_led.c","128","* @return 返回值说明"
"占位注释","Code\02_Module\Src\mod_led.c","136","* @brief  函数说明：mod_led_on"
"占位注释","Code\02_Module\Src\mod_led.c","137","* @param led 参数说明"
"占位注释","Code\02_Module\Src\mod_led.c","138","* @return 返回值说明"
"乱码注释/文本","Code\02_Module\Src\mod_led.c","145","// 1. 鍙傛暟鍜岀粦瀹氱姸鎬佹鏌ャ€?"
"乱码注释/文本","Code\02_Module\Src\mod_led.c","151","// 2. 鍙栧嚭鏄犲皠閰嶇疆銆?"
"乱码注释/文本","Code\02_Module\Src\mod_led.c","154","// 3. 杈撳嚭鏈夋晥鐢靛钩锛岀偣浜甃ED銆?"
"占位注释","Code\02_Module\Src\mod_led.c","159","* @brief  函数说明：mod_led_off"
"占位注释","Code\02_Module\Src\mod_led.c","160","* @param led 参数说明"
"占位注释","Code\02_Module\Src\mod_led.c","161","* @return 返回值说明"
"乱码注释/文本","Code\02_Module\Src\mod_led.c","168","// 1. 鍙傛暟鍜岀粦瀹氱姸鎬佹鏌ャ€?"
"乱码注释/文本","Code\02_Module\Src\mod_led.c","174","// 2. 鍙栧嚭鏄犲皠閰嶇疆銆?"
"乱码注释/文本","Code\02_Module\Src\mod_led.c","177","// 3. 杈撳嚭鍙嶇浉鐢靛钩锛岀唲鐏璍ED銆?"
"占位注释","Code\02_Module\Src\mod_led.c","182","* @brief  函数说明：mod_led_toggle"
"占位注释","Code\02_Module\Src\mod_led.c","183","* @param led 参数说明"
"占位注释","Code\02_Module\Src\mod_led.c","184","* @return 返回值说明"
"乱码注释/文本","Code\02_Module\Src\mod_led.c","191","// 1. 鍙傛暟鍜岀粦瀹氱姸鎬佹鏌ャ€?"
"乱码注释/文本","Code\02_Module\Src\mod_led.c","197","// 2. 鍙栧嚭鏄犲皠閰嶇疆銆?"
"乱码注释/文本","Code\02_Module\Src\mod_led.c","200","// 3. 缈昏浆褰撳墠鐢靛钩銆?"
"占位注释","Code\02_Module\Src\mod_motor.c","3","* @brief   代码文件功能说明"
"乱码注释/文本","Code\02_Module\Src\mod_motor.c","28","/* 缁戝畾鐘舵€佹爣蹇?*/"
"乱码注释/文本","Code\02_Module\Src\mod_motor.c","37","* @brief 鏍￠獙鐢垫満ID鏄惁鍚堟硶"
"乱码注释/文本","Code\02_Module\Src\mod_motor.c","45","* @brief 鏍￠獙鍗曚釜鏄犲皠椤规槸鍚﹀悎娉?"
"乱码注释/文本","Code\02_Module\Src\mod_motor.c","49","// 1. 鍏堝仛绌烘寚閽堜繚鎶ゃ€?"
"乱码注释/文本","Code\02_Module\Src\mod_motor.c","55","// 2. GPIO鏂瑰悜鎺у埗寮曡剼蹇呴』瀹屾暣銆?"
"乱码注释/文本","Code\02_Module\Src\mod_motor.c","61","// 3. PWM鍜岀紪鐮佸櫒鐨勫畾鏃跺櫒鍙ユ焺蹇呴』鏈夋晥銆?"
"乱码注释/文本","Code\02_Module\Src\mod_motor.c","67","// 4. 缂栫爜鍣ㄤ綅瀹藉繀椤绘槸椹卞姩灞傛敮鎸佺殑16浣嶆垨32浣嶃€?"
"乱码注释/文本","Code\02_Module\Src\mod_motor.c","74","// 5. 閫氳繃鍏ㄩ儴鏍￠獙銆?"
"占位注释","Code\02_Module\Src\mod_motor.c","79","* @brief  函数说明：mod_motor_bind_map"
"占位注释","Code\02_Module\Src\mod_motor.c","80","* @param map 参数说明"
"占位注释","Code\02_Module\Src\mod_motor.c","81","* @param map_num 参数说明"
"占位注释","Code\02_Module\Src\mod_motor.c","82","* @return 返回值说明"
"乱码注释/文本","Code\02_Module\Src\mod_motor.c","87","// 1. 鍩虹鍙傛暟鏍￠獙锛氭寚閽堜笉鑳戒负绌猴紝鏁伴噺蹇呴』涓€鑷淬€?"
"乱码注释/文本","Code\02_Module\Src\mod_motor.c","93","// 2. 閫愰」鏍￠獙姣忎釜閫氶亾鏄犲皠鏄惁鍚堟硶銆?"
